year,FIPS,average_yield
2011,18133,160.78000000000003
2012,18133,158.16
2013,18133,137.48
2014,18133,143.82
2015,18133,149.14
2022,18133,189.14000000000001
2008,18135,146.42000000000002
2009,18135,147.7
2010,18135,149.32
2011,18135,150.3
2012,18135,149.84
2013,18135,142.84
2014,18135,147.7
2015,18135,149.02
2016,18135,146.6
2017,18135,151.1
2018,18135,166.21999999999997
2019,18135,168.92000000000002
2020,18135,167.1
2021,18135,174.92000000000002
2022,18135,182.76000000000002
2008,18137,139.6
2009,18137,140.45999999999998
2010,18137,142.96
2011,18137,140.16000000000003
2012,18137,132.24
2013,18137,128.98
2014,18137,136.82
2015,18137,139.68
2016,18137,144.3
2017,18137,153.28
2018,18137,170.2
2008,18139,156.3
2009,18139,158.8
2010,18139,159.94
2011,18139,159.21999999999997
2012,18139,157.01999999999998
2013,18139,145.7
2014,18139,150.22
2015,18139,152.68
2016,18139,156.34
2017,18139,165.8
2018,18139,186.96
2019,18139,189.01999999999998
2020,18139,185.56
2021,18139,192.0
2022,18139,193.68
2008,18141,150.28
2009,18141,151.06
2010,18141,152.76
2011,18141,155.2
2012,18141,154.32
2013,18141,151.28
2014,18141,154.06
2015,18141,153.02
2016,18141,151.44
2017,18141,150.66
2018,18141,159.48
2019,18141,160.74
2020,18141,158.14000000000001
2021,18141,161.38000000000002
2022,18141,164.14000000000001
2008,18143,137.38
2009,18143,135.0
2010,18143,137.9
2011,18143,140.26
2012,18143,140.21999999999997
2013,18143,132.88
2014,18143,139.38
2015,18143,147.12
2016,18143,151.85999999999999
2017,18143,154.54000000000002
2018,18143,166.42000000000002
2008,18145,150.16
2009,18145,149.82
2010,18145,151.1
2011,18145,149.57999999999998
2012,18145,142.82
2013,18145,129.74
2014,18145,134.9
2015,18145,137.08
2016,18145,140.58
2017,18145,150.26000000000002
2018,18145,173.51999999999998
2019,18145,176.62
2020,18145,171.74
2021,18145,178.5
2022,18145,183.32000000000002
2008,18147,138.64000000000001
2009,18147,139.76000000000002
2010,18147,149.23999999999998
2011,18147,150.12
2012,18147,149.44
2013,18147,132.84
2014,18147,140.78000000000003
2015,18147,140.18
2016,18147,144.95999999999998
2017,18147,148.26
2008,18149,142.7
2009,18149,146.67999999999998
2010,18149,142.61999999999998
2011,18149,145.07999999999998
2012,18149,141.64000000000001
2013,18149,132.02
2014,18149,136.35999999999999
2015,18149,140.82
2016,18149,130.44
2017,18149,131.6
2008,18151,143.18
2009,18151,136.68
2010,18151,135.84
2011,18151,132.76
2012,18151,127.02000000000001
2008,18153,162.82
2009,18153,164.6
2010,18153,161.9
2011,18153,161.9
2019,18153,178.06
2020,18153,171.82
2021,18153,175.8
2022,18153,181.73999999999998
2019,18155,165.88
2020,18155,157.76
2021,18155,162.56
2022,18155,165.72
2008,18157,164.02
2009,18157,168.74
2010,18157,170.6
2011,18157,171.66
2012,18157,170.83999999999997
2013,18157,161.26
2014,18157,162.28
2015,18157,167.8
2022,18157,195.18
2008,18159,170.04000000000002
2009,18159,177.54000000000002
2010,18159,178.58
2011,18159,181.54000000000002
2012,18159,179.22
2013,18159,175.0
2014,18159,176.44
2015,18159,182.22
2016,18159,180.57999999999998
2017,18159,187.18
2018,18159,190.14000000000001
2019,18159,195.0
2020,18159,186.49999999999997
2021,18159,195.16
2022,18159,200.42
2008,18161,164.85999999999999
2009,18161,166.82
2010,18161,169.02
2011,18161,170.48000000000002
2012,18161,164.48000000000002
2013,18161,153.85999999999999
2014,18161,163.35999999999999
2015,18161,164.16
2016,18161,163.68
2017,18161,170.86
2018,18161,188.72
2019,18161,187.2
2020,18161,183.0
2021,18161,189.98
2022,18161,196.12
2008,18163,151.92
2009,18163,154.32
2010,18163,157.57999999999998
2011,18163,155.1
2012,18163,154.76
2013,18163,136.88
2014,18163,142.02
2015,18163,144.01999999999998
2016,18163,148.7
2017,18163,149.7
2018,18163,176.42
2019,18163,176.4
2020,18163,172.33999999999997
2021,18163,180.0
2022,18163,192.64
2008,18165,167.76000000000002
2009,18165,166.94
2010,18165,167.83999999999997
2011,18165,168.0
2012,18165,164.42000000000002
2013,18165,146.28
2014,18165,152.2
2015,18165,159.92
2016,18165,158.83999999999997
2017,18165,167.85999999999999
2018,18165,188.2
2019,18165,190.57999999999998
2020,18165,181.3
2021,18165,187.8
2022,18165,187.48000000000002
2008,18167,158.42000000000002
2009,18167,155.64000000000001
2010,18167,151.48
2011,18167,150.4
2012,18167,147.78000000000003
2013,18167,129.22
2022,18167,179.66
2008,18169,159.04000000000002
2009,18169,159.07999999999998
2010,18169,160.0
2017,18169,155.56
2018,18169,169.34
2019,18169,173.85999999999999
2020,18169,174.51999999999998
2021,18169,182.3
2022,18169,184.64000000000001
2008,18171,164.32
2009,18171,169.44
2010,18171,172.68
2011,18171,173.48
2012,18171,171.64000000000001
2013,18171,160.18
2014,18171,160.86
2015,18171,165.35999999999999
2016,18171,168.57999999999998
2017,18171,179.06
2018,18171,198.18
2019,18171,202.58
2020,18171,199.16
2021,18171,204.74
2008,18173,136.67999999999998
2009,18173,141.57999999999998
2010,18173,148.04
2011,18173,147.8
2012,18173,146.9
2013,18173,128.78
2014,18173,137.1
2015,18173,138.38000000000002
2016,18173,140.22
2017,18173,139.32
2018,18173,165.57999999999998
2019,18173,161.1
2020,18173,157.32
2008,18175,138.9
2009,18175,137.54000000000002
2010,18175,141.72
2011,18175,141.54000000000002
2012,18175,137.56
2013,18175,119.64000000000001
2014,18175,122.46
2015,18175,126.06000000000002
2016,18175,132.54000000000002
2017,18175,137.48
2018,18175,160.5
2019,18175,168.1
2020,18175,158.95999999999998
2008,18177,146.24
2009,18177,146.9
2010,18177,151.64000000000001
2011,18177,154.0
2012,18177,146.54000000000002
2013,18177,138.76
2014,18177,144.02
2015,18177,144.26
2016,18177,144.44
2017,18177,154.13999999999996
2018,18177,172.56
2019,18177,175.44
2020,18177,171.9
2021,18177,176.97999999999996
2022,18177,183.99999999999997
2008,18179,148.64000000000001
2009,18179,153.34
2010,18179,155.54000000000002
2011,18179,156.68
2012,18179,155.32
2008,18181,165.16
2009,18181,175.42000000000002
2010,18181,176.44
2011,18181,174.82
2012,18181,176.56
2013,18181,164.62
2014,18181,163.24
2015,18181,165.88
2016,18181,158.07999999999998
2017,18181,162.22
2018,18181,176.18
2019,18181,178.74
2020,18181,175.42
2008,18183,160.10000000000002
2009,18183,154.48000000000002
2010,18183,156.52
2011,18183,156.06
2012,18183,146.85999999999999
2013,18183,133.68
2014,18183,143.28
2015,18183,145.9
2016,18183,142.92
2017,18183,152.1
2018,18183,167.82
2019,18183,167.76000000000002
2020,18183,165.94
2021,18183,170.1
2022,18183,177.94
2008,19001,159.6
2009,19001,167.14000000000001
2010,19001,166.57999999999998
2011,19001,162.59999999999997
2012,19001,160.18
2013,19001,148.92000000000002
2014,19001,142.68
2015,19001,140.68
2016,19001,148.16
2017,19001,155.66000000000003
2018,19001,169.82
2019,19001,172.16
2020,19001,173.62
2008,19003,149.48000000000002
2009,19003,156.24
2010,19003,156.0
2011,19003,152.44
2012,19003,153.7
2013,19003,144.98
2014,19003,143.3
2015,19003,143.66
2016,19003,149.71999999999997
2017,19003,156.85999999999999
2018,19003,170.88
2008,19005,163.34
2009,19005,168.8
2010,19005,172.06
2011,19005,171.74
2012,19005,173.16000000000003
2013,19005,170.45999999999998
2014,19005,168.88
2015,19005,168.07999999999998
2016,19005,168.0
2017,19005,174.36
2018,19005,181.74
2019,19005,189.0
2020,19005,191.32
2021,19005,195.5
2022,19005,194.18
2008,19007,151.46
2009,19007,149.92000000000002
2010,19007,146.14000000000001
2011,19007,131.18
2012,19007,123.66
2013,19007,102.16
2014,19007,100.38
2015,19007,103.96000000000001
2016,19007,119.78000000000002
2017,19007,133.02
2008,19009,164.74
2009,19009,173.46
2010,19009,175.61999999999998
2011,19009,173.26000000000002
2012,19009,173.8
2013,19009,164.62
2014,19009,159.83999999999997
2015,19009,158.85999999999999
2016,19009,164.76
2017,19009,170.66
2018,19009,189.94
2019,19009,194.51999999999998
2020,19009,200.62000000000003
2021,19009,196.82
2022,19009,198.8
2008,19011,172.28000000000003
2009,19011,174.48000000000002
2010,19011,177.06
2011,19011,178.86
2012,19011,176.01999999999998
2013,19011,165.84
2014,19011,162.78000000000003
2015,19011,162.92000000000002
2016,19011,164.61999999999998
2017,19011,173.16
2018,19011,190.35999999999999
2019,19011,200.54
2020,19011,202.98
2021,19011,194.44
2022,19011,196.8
2008,19013,174.45999999999998
2009,19013,177.20000000000002
2010,19013,176.21999999999997
2011,19013,174.16
2012,19013,174.28000000000003
2013,19013,164.21999999999997
2014,19013,164.44
2015,19013,162.83999999999997
2016,19013,167.34
2017,19013,171.4
2018,19013,187.96
2019,19013,195.97999999999996
2020,19013,203.95999999999998
2021,19013,199.33999999999997
2022,19013,196.78000000000003
2008,19015,181.98
2009,19015,181.1
2010,19015,179.33999999999997
2011,19015,173.35999999999999
2012,19015,175.32
2013,19015,168.3
2014,19015,165.94
2015,19015,165.44
2016,19015,171.40000000000003
2017,19015,176.57999999999998
2018,19015,185.64000000000001
2019,19015,193.54
2020,19015,196.32
2021,19015,190.0
2022,19015,190.00000000000003
2008,19017,178.94
2009,19017,180.6
2010,19017,181.48
2011,19017,177.8
2012,19017,180.48
2013,19017,170.85999999999999
2014,19017,173.68
2015,19017,167.70000000000002
2016,19017,173.4
2017,19017,176.22000000000003
2018,19017,192.1
2019,19017,199.56
2020,19017,210.26
2021,19017,207.16
2022,19017,205.06
2008,19019,171.16000000000003
2009,19019,172.68
2010,19019,174.18
2011,19019,171.94
2012,19019,173.18
2013,19019,166.48
2014,19019,166.84
2015,19019,166.6
2016,19019,171.42000000000002
2017,19019,175.14
2018,19019,191.32
2019,19019,198.98000000000002
2020,19019,208.9
2021,19019,208.24
2022,19019,208.92000000000002
2008,19021,168.82
2009,19021,172.62
2010,19021,172.26
2011,19021,170.85999999999999
2012,19021,178.24
2013,19021,175.28
2014,19021,171.58
2015,19021,167.85999999999999
2016,19021,172.74
2017,19021,176.92
2018,19021,184.86
2019,19021,191.38
2020,19021,195.11999999999998
2021,19021,191.36
2022,19021,191.92000000000002
2008,19023,177.28
2009,19023,180.26
2010,19023,179.04000000000002
2011,19023,178.02
2012,19023,180.04000000000002
2013,19023,169.2
2014,19023,170.04000000000002
2015,19023,167.21999999999997
2016,19023,169.78000000000003
2017,19023,173.9
2018,19023,191.78000000000003
2019,19023,198.2
2020,19023,206.56
2021,19023,206.45999999999998
2022,19023,205.9
2008,19025,174.48000000000002
2009,19025,178.08
2010,19025,174.9
2011,19025,173.06
2012,19025,176.34
2013,19025,167.26000000000002
2014,19025,158.17999999999998
2015,19025,162.44
2016,19025,166.72
2017,19025,171.8
2018,19025,183.85999999999999
2019,19025,196.00000000000003
2020,19025,197.84
2021,19025,190.82000000000002
2022,19025,192.92000000000002
2008,19027,172.82
2009,19027,176.26
2010,19027,177.58
2011,19027,178.58
2012,19027,182.11999999999998
2013,19027,169.32
2014,19027,160.82
2015,19027,158.52
2016,19027,161.2
2017,19027,165.78
2018,19027,186.98
2019,19027,201.36
2020,19027,207.58
2021,19027,198.62
2022,19027,201.66
2008,19029,164.4
2009,19029,172.56
2010,19029,170.58
2011,19029,167.95999999999998
2012,19029,168.83999999999997
2013,19029,161.42000000000002
2014,19029,158.51999999999998
2015,19029,156.78
2016,19029,164.5
2017,19029,168.64
2018,19029,184.04000000000002
2019,19029,186.04000000000002
2020,19029,191.35999999999999
2021,19029,188.11999999999998
2022,19029,191.42000000000002
2008,19031,175.82
2009,19031,175.8
2010,19031,176.34
2011,19031,182.33999999999997
2012,19031,183.0
2013,19031,177.94
2014,19031,175.88
2015,19031,174.39999999999998
2016,19031,177.27999999999997
2017,19031,183.36
2018,19031,196.04000000000002
2019,19031,206.56
2020,19031,208.47999999999996
2021,19031,201.37999999999997
2022,19031,199.73999999999995
2008,19033,171.2
2009,19033,172.1
2010,19033,172.42000000000002
2011,19033,170.22
2012,19033,170.26
2013,19033,160.58
2014,19033,160.0
2015,19033,159.7
2016,19033,164.48000000000002
2017,19033,169.33999999999997
2018,19033,186.16000000000003
2019,19033,190.42
2020,19033,195.12
2021,19033,192.24
2022,19033,193.51999999999998
2008,19035,169.74
2009,19035,175.9
2010,19035,178.85999999999999
2011,19035,179.14
2012,19035,185.6
2013,19035,184.04
2014,19035,181.85999999999999
2015,19035,178.2
2016,19035,182.74
2017,19035,191.34
2018,19035,200.34
2019,19035,205.98000000000002
2020,19035,211.04000000000002
2008,19037,170.44
2009,19037,172.92
2010,19037,171.78000000000003
2011,19037,170.74
2012,19037,173.58
2013,19037,164.98000000000002
2014,19037,167.54000000000002
2015,19037,165.2
2016,19037,169.35999999999999
2017,19037,172.92
2018,19037,186.64000000000001
2019,19037,190.86
2020,19037,201.76
2021,19037,198.33999999999997
2022,19037,198.66
2008,19039,143.18
2009,19039,142.14000000000001
2010,19039,138.5
2011,19039,126.14000000000001
2012,19039,118.28000000000002
2013,19039,103.35999999999999
2014,19039,106.85999999999999
2015,19039,111.51999999999998
2016,19039,125.10000000000002
2008,19041,169.95999999999998
2009,19041,172.94
2010,19041,173.1
2011,19041,172.0
2012,19041,177.16000000000003
2013,19041,178.45999999999998
2014,19041,176.9
2015,19041,173.32
2016,19041,178.35999999999999
2017,19041,181.68
2018,19041,187.12000000000003
2019,19041,185.37999999999997
2020,19041,189.21999999999997
2021,19041,182.28000000000003
2022,19041,182.54000000000002
2008,19043,172.92000000000002
2009,19043,175.0
2010,19043,174.16000000000003
2011,19043,173.35999999999999
2012,19043,176.08
2013,19043,171.94
2014,19043,173.98000000000002
2015,19043,174.89999999999998
2016,19043,178.16
2017,19043,182.86
2018,19043,195.0
2019,19043,199.06000000000003
2020,19043,203.22000000000003
2021,19043,202.8
2022,19043,199.8
2008,19045,163.84
2009,19045,165.48
2010,19045,168.93999999999997
2011,19045,179.82
2012,19045,181.06
2013,19045,172.44
2014,19045,173.35999999999999
2015,19045,174.68
2016,19045,178.07999999999998
2017,19045,184.84
2018,19045,199.57999999999998
2019,19045,204.64000000000001
2020,19045,204.45999999999998
2021,19045,202.5
2022,19045,201.04000000000002
2008,19047,162.2
2009,19047,170.0
2010,19047,174.8
2011,19047,176.11999999999998
2012,19047,184.74
2013,19047,177.9
2014,19047,171.26000000000002
2015,19047,167.94
2016,19047,170.6
2017,19047,176.94
2018,19047,195.06
2019,19047,206.3
2020,19047,216.64000000000001
2021,19047,213.06
2022,19047,214.06
2008,19049,170.14000000000001
2009,19049,174.82
2010,19049,173.64000000000001
2011,19049,165.68
2012,19049,167.24
2013,19049,159.54000000000002
2014,19049,154.4
2015,19049,156.76
2016,19049,164.86
2017,19049,171.24
2018,19049,182.88000000000002
2019,19049,188.62
2020,19049,188.52
2021,19049,179.98
2022,19049,181.16
2008,19051,147.98000000000002
2009,19051,151.24
2010,19051,143.72
2011,19051,137.52
2012,19051,124.78
2013,19051,103.78
2014,19051,104.71999999999998
2015,19051,113.01999999999998
2016,19051,124.7
2017,19051,142.88
2008,19053,156.24
2009,19053,152.88
2010,19053,146.66
2011,19053,132.74
2012,19053,126.46
2013,19053,107.6
2014,19053,111.44000000000001
2015,19053,115.35999999999999
2016,19053,129.04000000000002
2008,19055,174.57999999999998
2009,19055,174.6
2010,19055,174.54000000000002
2011,19055,174.28000000000003
2012,19055,175.48000000000002
2013,19055,165.48000000000002
2014,19055,170.61999999999998
2015,19055,170.34
2016,19055,174.34
2017,19055,177.5
2018,19055,195.14000000000001
2019,19055,203.16000000000003
2020,19055,209.1
2021,19055,208.01999999999998
2022,19055,211.16
2008,19057,171.3
2009,19057,177.62
2010,19057,172.92
2011,19057,164.44
2012,19057,161.92000000000002
2013,19057,150.95999999999998
2014,19057,146.84
2015,19057,153.35999999999999
2016,19057,166.14
2017,19057,178.82
2018,19057,190.1
2019,19057,196.1
2020,19057,191.68
2008,19059,168.92000000000002
2009,19059,170.4
2010,19059,169.7
2011,19059,171.82
2012,19059,173.88000000000002
2013,19059,172.9
2014,19059,171.78000000000003
2015,19059,166.3
2016,19059,169.0
2017,19059,172.73999999999998
2018,19059,179.8
2019,19059,179.4
2020,19059,181.82
2021,19059,179.35999999999999
2022,19059,177.3
2008,19061,177.54000000000002
2009,19061,177.72
2010,19061,177.88
2011,19061,175.36
2012,19061,175.85999999999999
2013,19061,169.34
2014,19061,176.94
2015,19061,177.16
2016,19061,182.48
2017,19061,187.76
2018,19061,200.9
2019,19061,204.06
2020,19061,210.36000000000004
2021,19061,210.38000000000002
2022,19061,211.51999999999998
2008,19063,174.39999999999998
2009,19063,174.82
2010,19063,176.47999999999996
2011,19063,176.56
2012,19063,177.3
2013,19063,175.48
2014,19063,175.16000000000003
2015,19063,170.14000000000001
2016,19063,174.18
2017,19063,179.95999999999998
2018,19063,188.66000000000003
2008,19065,171.0
2009,19065,173.74
2010,19065,172.12000000000003
2011,19065,167.46
2012,19065,170.0
2013,19065,165.94
2014,19065,168.78
2015,19065,171.24
2016,19065,176.3
2017,19065,179.48000000000002
2018,19065,190.8
2019,19065,194.57999999999998
2020,19065,200.5
2021,19065,198.16000000000003
2022,19065,198.78000000000003
2008,19067,169.95999999999998
2009,19067,173.54
2010,19067,172.85999999999999
2011,19067,171.57999999999998
2012,19067,174.8
2013,19067,165.42000000000002
2014,19067,165.21999999999997
2015,19067,162.98000000000002
2016,19067,166.72
2017,19067,169.76000000000002
2018,19067,185.8
2019,19067,188.68
2020,19067,196.7
2021,19067,194.88000000000002
2022,19067,196.5
2008,19069,179.7
2009,19069,179.38000000000002
2010,19069,174.68
2011,19069,171.24
2012,19069,173.66000000000003
2013,19069,168.34
2014,19069,170.85999999999999
2015,19069,170.61999999999998
2016,19069,177.06
2017,19069,180.07999999999998
2018,19069,191.29999999999998
2019,19069,196.24
2020,19069,203.62000000000003
2021,19069,199.6
2022,19069,198.42000000000002
2008,19071,155.92000000000002
2009,19071,158.73999999999998
2010,19071,158.51999999999998
2011,19071,156.8
2012,19071,158.66
2013,19071,154.76
2014,19071,157.34
2015,19071,158.17999999999998
2016,19071,163.62
2017,19071,168.66
2018,19071,183.32
2008,19073,178.35999999999999
2009,19073,176.3
2010,19073,176.58
2011,19073,172.98
2012,19073,175.54000000000002
2013,19073,164.48
2014,19073,160.26000000000002
2015,19073,158.88000000000002
2016,19073,163.22
2017,19073,167.64000000000001
2018,19073,183.16000000000003
2019,19073,195.84
2020,19073,199.88000000000002
2021,19073,192.84
2022,19073,195.84
2008,19075,181.18
2009,19075,182.85999999999999
2010,19075,180.33999999999997
2011,19075,180.94
2012,19075,180.14000000000001
2013,19075,177.24
2014,19075,177.2
2015,19075,178.07999999999998
2016,19075,179.48000000000002
2017,19075,184.61999999999998
2018,19075,195.78000000000003
2019,19075,204.66
2020,19075,210.14000000000001
2021,19075,206.7
2022,19075,208.88000000000002
2008,19077,157.6
2009,19077,164.62
2010,19077,164.71999999999997
2011,19077,160.74
2012,19077,162.78000000000003
2013,19077,153.7
2014,19077,145.52
2015,19077,146.06
2016,19077,153.64
2017,19077,159.4
2018,19077,176.24
2019,19077,188.66000000000003
2020,19077,192.78000000000003
2021,19077,187.2
2022,19077,191.56
2008,19079,180.5
2009,19079,178.52
2010,19079,175.74
2011,19079,171.85999999999999
2012,19079,171.04000000000002
2013,19079,162.54000000000002
2014,19079,158.14000000000001
2015,19079,159.26000000000002
2016,19079,164.96
2017,19079,170.64000000000001
2018,19079,181.96
2019,19079,192.74
2020,19079,197.76000000000002
2008,19081,176.48
2009,19081,176.85999999999999
2010,19081,177.26
2011,19081,176.18
2012,19081,176.96
2013,19081,169.9
2014,19081,169.68
2015,19081,168.76000000000002
2016,19081,173.61999999999998
2017,19081,177.71999999999997
2018,19081,189.1
2019,19081,190.46
2020,19081,194.34
2021,19081,194.1
2022,19081,196.0
2008,19083,182.57999999999998
2009,19083,180.48
2010,19083,174.26000000000002
2011,19083,173.7
2012,19083,174.34
2013,19083,171.59999999999997
2014,19083,171.12
2015,19083,171.8
2016,19083,174.5
2017,19083,178.76000000000002
2018,19083,188.78
2019,19083,200.77999999999997
2020,19083,207.56
2021,19083,198.84
2022,19083,195.87999999999997
2008,19085,157.34
2009,19085,162.44
2010,19085,166.34
2011,19085,167.22
2012,19085,172.78000000000003
2013,19085,166.6
2014,19085,166.82
2015,19085,159.68
2016,19085,165.7
2017,19085,172.64000000000001
2018,19085,185.1
2008,19087,169.06
2009,19087,172.51999999999998
2010,19087,167.26
2011,19087,158.45999999999998
2012,19087,149.52
2013,19087,139.62
2014,19087,136.09999999999997
2015,19087,144.24
2016,19087,158.12
2017,19087,173.28
2018,19087,186.16
2019,19087,192.02
2020,19087,185.6
2021,19087,184.32
2022,19087,178.06
2008,19089,166.22
2009,19089,168.74
2010,19089,170.56
2011,19089,172.07999999999998
2012,19089,176.18
2013,19089,169.78
2014,19089,168.8
2015,19089,167.7
2016,19089,169.84
2017,19089,173.11999999999998
2018,19089,185.9
2019,19089,191.18
2020,19089,197.14
2021,19089,194.44
2022,19089,195.45999999999998
2008,19091,181.28000000000003
2009,19091,181.84
2010,19091,182.0
2011,19091,175.0
2012,19091,175.84
2013,19091,169.56
2014,19091,166.24
2015,19091,163.42
2016,19091,171.74
2017,19091,175.85999999999999
2018,19091,186.82
2019,19091,188.20000000000002
2020,19091,192.56
2021,19091,191.28000000000003
2022,19091,191.14
2008,19093,164.56
2009,19093,170.57999999999998
2010,19093,174.9
2011,19093,177.85999999999999
2012,19093,189.34
2013,19093,185.74
2014,19093,182.07999999999998
2015,19093,178.74
2016,19093,181.0
2017,19093,187.62
2018,19093,200.47999999999996
2008,19095,171.62
2009,19095,172.44
2010,19095,171.32000000000002
2011,19095,173.56
2012,19095,172.26
2013,19095,163.8
2014,19095,162.38000000000002
2015,19095,164.76
2016,19095,172.92000000000002
2017,19095,180.71999999999997
2018,19095,196.92
2019,19095,206.07999999999998
2020,19095,205.78000000000003
2008,19097,156.97999999999996
2009,19097,159.74
2010,19097,159.74
2011,19097,166.33999999999997
2012,19097,168.7
2013,19097,157.73999999999998
2014,19097,158.57999999999998
2015,19097,162.44
2016,19097,169.12000000000003
2017,19097,173.88
2018,19097,191.37999999999997
2019,19097,197.22
2020,19097,196.54000000000002
2021,19097,195.54000000000002
2022,19097,193.35999999999999
2008,19099,181.8
2009,19099,183.9
2010,19099,181.33999999999997
2011,19099,174.18
2012,19099,173.61999999999998
2013,19099,167.62
2014,19099,162.98
2015,19099,165.0
2016,19099,174.24
2017,19099,182.96
2018,19099,193.7
2019,19099,205.66
2008,19101,158.84
2009,19101,162.85999999999999
2010,19101,158.23999999999998
2011,19101,149.21999999999997
2012,19101,137.56
2013,19101,126.14000000000001
2014,19101,121.84
2015,19101,132.02
2016,19101,145.95999999999998
2017,19101,162.88
2018,19101,175.42000000000002
2019,19101,186.07999999999998
2020,19101,178.44
2021,19101,178.26
2022,19101,171.52
2008,19103,162.57999999999998
2009,19103,162.7
2010,19103,163.7
2011,19103,166.72000000000003
2012,19103,166.74
2013,19103,159.0
2014,19103,163.01999999999998
2015,19103,164.18
2016,19103,171.42
2017,19103,174.84
2018,19103,190.98000000000002
2019,19103,197.22
2020,19103,196.56
2008,19105,167.45999999999998
2009,19105,168.06
2010,19105,172.42
2011,19105,176.54000000000002
2012,19105,175.71999999999997
2013,19105,164.94
2014,19105,167.4
2015,19105,165.4
2016,19105,168.94
2017,19105,174.92
2018,19105,192.85999999999999
2019,19105,198.78000000000003
2020,19105,203.36
2008,19107,164.35999999999999
2009,19107,164.72
2010,19107,160.16
2011,19107,155.4
2012,19107,152.56
2013,19107,140.26
2014,19107,140.2
2015,19107,145.3
2016,19107,159.26
2017,19107,170.5
2018,19107,183.18
2019,19107,192.58
2020,19107,189.04000000000002
2021,19107,185.54000000000002
2022,19107,179.12
2008,19109,178.47999999999996
2009,19109,178.54
2010,19109,181.18
2011,19109,180.48000000000002
2012,19109,181.02
2013,19109,178.22
2014,19109,177.56
2015,19109,174.56
2016,19109,177.56
2017,19109,182.52
2018,19109,190.71999999999997
2019,19109,193.22
2020,19109,197.64000000000001
2021,19109,195.97999999999996
2022,19109,193.18
2008,19111,156.22
2009,19111,160.8
2010,19111,158.38
2011,19111,153.14000000000001
2012,19111,145.35999999999999
2013,19111,133.06
2014,19111,127.28
2015,19111,133.82
2016,19111,142.2
2017,19111,160.07999999999998
2018,19111,172.48000000000002
2019,19111,183.92000000000002
2020,19111,178.3
2021,19111,184.14000000000001
2022,19111,177.3
2008,19113,167.95999999999998
2009,19113,169.85999999999999
2010,19113,173.32
2011,19113,176.98000000000002
2012,19113,175.56
2013,19113,165.06
2014,19113,166.38000000000002
2015,19113,163.66
2016,19113,167.44
2017,19113,173.68
2018,19113,192.32000000000002
2019,19113,199.68
2020,19113,209.2
2008,19115,163.4
2009,19115,166.94
2010,19115,162.8
2011,19115,161.12
2012,19115,156.88
2013,19115,153.85999999999999
2014,19115,150.76
2015,19115,156.72
2016,19115,168.04
2017,19115,178.29999999999998
2018,19115,189.04000000000002
2019,19115,196.64000000000001
2020,19115,193.92000000000002
2021,19115,193.9
2022,19115,191.76000000000002
2008,19117,141.68
2009,19117,140.66
2010,19117,137.14000000000001
2011,19117,120.41999999999999
2012,19117,115.84
2013,19117,104.51999999999998
2014,19117,105.3
2015,19117,108.60000000000002
2016,19117,125.32000000000001
2008,19119,171.4
2009,19119,177.73999999999998
2010,19119,179.11999999999998
2011,19119,181.12
2012,19119,185.42000000000002
2013,19119,185.0
2014,19119,185.1
2015,19119,181.11999999999998
2016,19119,181.28
2017,19119,185.57999999999998
2018,19119,197.04
2019,19119,197.54
2020,19119,200.28
2021,19119,200.48
2022,19119,202.44
2008,19121,157.24
2009,19121,163.3
2010,19121,161.71999999999997
2011,19121,155.66
2012,19121,153.0
2013,19121,140.76
2014,19121,135.94
2015,19121,136.68
2016,19121,145.68
2017,19121,153.76
2018,19121,168.1
2019,19121,173.48
2020,19121,174.34
2021,19121,174.82
2022,19121,176.83999999999997
2008,19123,172.26
2009,19123,175.01999999999998
2010,19123,172.95999999999998
2011,19123,164.18
2012,19123,163.98
2013,19123,154.6
2014,19123,153.12
2015,19123,154.62
2016,19123,169.36
2017,19123,177.3
2018,19123,186.14000000000001
2019,19123,193.95999999999998
2020,19123,193.95999999999998
2021,19123,192.06000000000003
2022,19123,191.22000000000003
2008,19125,159.98000000000002
2009,19125,159.08
2010,19125,158.06
2011,19125,148.61999999999998
2012,19125,147.88
2013,19125,137.71999999999997
2014,19125,140.4
2015,19125,141.68
2016,19125,154.76000000000002
2017,19125,163.84
2018,19125,177.95999999999998
2019,19125,184.72
2008,19127,185.36
2009,19127,185.44
2010,19127,184.12
2011,19127,182.4
2012,19127,178.8
2013,19127,173.14000000000001
2014,19127,169.78
2015,19127,172.17999999999998
2016,19127,174.5
2017,19127,183.50000000000003
2018,19127,196.45999999999998
2019,19127,209.01999999999998
2008,19129,157.4
2009,19129,162.27999999999997
2010,19129,163.56
2011,19129,162.85999999999999
2012,19129,161.95999999999998
2013,19129,158.24
2014,19129,161.24
2008,19131,172.57999999999998
2009,19131,176.12000000000003
2010,19131,176.5
2011,19131,177.28000000000003
2012,19131,179.2
2013,19131,170.64000000000001
2014,19131,168.66
2015,19131,168.24
2016,19131,170.56
2017,19131,174.35999999999999
2018,19131,190.76000000000002
2019,19131,196.60000000000002
2020,19131,200.48000000000002
2021,19131,200.72
2022,19131,201.56
2008,19133,145.48
2009,19133,151.3
2010,19133,157.3
2011,19133,159.61999999999998
2012,19133,169.42
2013,19133,162.57999999999998
2014,19133,163.42
2015,19133,154.78000000000003
2016,19133,154.84
2017,19133,160.07999999999998
2018,19133,176.26
2019,19133,177.5
2020,19133,186.95999999999998
2021,19133,188.84
